Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
hyundai,sonata,2005.0,1.5,petrol,manual,84535.0,5.0,5.0,5409.0
audi,a4,2006.0,4.4,diesel,semi-automatic,233491.0,4.0,1.0,5630.0
volkswagen,passat,2019.0,3.1,hybrid,manual,4516.0,4.0,1.0,13809.0
ford,explorer,2013.0,3.8,hybrid,automatic,31485.0,5.0,5.0,13670.0
honda,cr-v,2015.0,3.5,petrol,automatic,255090.0,4.0,4.0,8498.0
honda,cr-v,2020.0,3.9,hybrid,automatic,212657.0,4.0,4.0,12246.0
volkswagen,tiguan,2015.0,4.6,hybrid,automatic,275295.0,5.0,1.0,10194.0
honda,accord,2004.0,2.1,diesel,manual,64955.0,5.0,2.0,6100.0
ford,focus,2013.0,1.6,hybrid,automatic,25367.0,4.0,1.0,11592.0
kia,rio,2014.0,4.2,diesel,semi-automatic,120436.0,2.0,1.0,10091.0
honda,civic,2011.0,2.5,hybrid,semi-automatic,246900.0,5.0,2.0,5962.0
honda,accord,2016.0,4.6,hybrid,automatic,47219.0,2.0,4.0,15055.0
mercedes,c-class,2023.0,1.6,petrol,automatic,53057.0,2.0,5.0,13038.0
kia,rio,2004.0,1.9,petrol,semi-automatic,10141.0,4.0,5.0,6997.0
bmw,5 series,2006.0,4.8,petrol,manual,251301.0,5.0,3.0,5673.0
volkswagen,golf,2015.0,1.5,electric,semi-automatic,38376.0,2.0,1.0,11332.0
audi,q5,2001.0,1.5,petrol,semi-automatic,142977.0,4.0,3.0,3040.0
kia,optima,2014.0,4.8,hybrid,semi-automatic,150222.0,3.0,5.0,11095.0
bmw,5 series,2010.0,2.6,petrol,automatic,49874.0,2.0,1.0,10202.0
volkswagen,golf,2011.0,1.4,petrol,semi-automatic,207987.0,3.0,1.0,4640.0
volkswagen,tiguan,2019.0,2.7,electric,manual,81786.0,2.0,2.0,12864.0
volkswagen,golf,2013.0,2.4,electric,semi-automatic,183425.0,4.0,5.0,8731.0
mercedes,c-class,2017.0,2.2,electric,semi-automatic,285965.0,5.0,5.0,7680.0
chevrolet,malibu,2013.0,3.6,hybrid,automatic,94086.0,2.0,5.0,12218.0
ford,fiesta,2011.0,4.7,diesel,automatic,80877.0,3.0,5.0,11982.0
chevrolet,impala,2009.0,3.0,petrol,automatic,100319.0,2.0,1.0,9293.0
hyundai,elantra,2007.0,4.0,diesel,manual,259588.0,3.0,1.0,5008.0
kia,rio,2010.0,1.2,hybrid,manual,287661.0,3.0,1.0,3546.0
audi,a3,2011.0,2.2,electric,semi-automatic,48000.0,3.0,2.0,10640.0
audi,q5,2015.0,2.7,diesel,semi-automatic,106562.0,3.0,1.0,9168.0
ford,fiesta,2001.0,1.5,diesel,automatic,45344.0,5.0,5.0,6493.0
kia,rio,2018.0,1.5,diesel,automatic,119965.0,2.0,2.0,10100.0
toyota,rav4,2018.0,4.4,electric,semi-automatic,67821.0,5.0,4.0,14543.0
chevrolet,impala,2020.0,3.6,petrol,semi-automatic,143204.0,5.0,2.0,10835.0
kia,optima,2004.0,2.2,hybrid,automatic,271742.0,2.0,3.0,4565.0
hyundai,sonata,2022.0,3.7,diesel,manual,213047.0,3.0,1.0,10139.0
audi,a4,2017.0,4.0,diesel,automatic,216698.0,5.0,2.0,10366.0
toyota,rav4,2005.0,3.1,diesel,manual,74184.0,4.0,5.0,7216.0
hyundai,tucson,2003.0,1.1,diesel,automatic,115498.0,4.0,2.0,5290.0
hyundai,sonata,2003.0,2.2,petrol,semi-automatic,129833.0,2.0,3.0,4603.0
bmw,x5,2021.0,3.9,electric,semi-automatic,170816.0,3.0,1.0,12883.0
kia,optima,2023.0,4.7,diesel,automatic,161209.0,3.0,4.0,13975.0
audi,q5,2004.0,1.4,hybrid,manual,64440.0,4.0,4.0,6411.0
hyundai,tucson,2020.0,2.9,electric,semi-automatic,151486.0,2.0,4.0,11970.0
audi,q5,2018.0,5.0,petrol,automatic,1887.0,3.0,3.0,15962.0
audi,a3,2015.0,3.8,hybrid,semi-automatic,6344.0,3.0,1.0,13273.0
hyundai,sonata,2010.0,2.3,petrol,semi-automatic,121043.0,3.0,5.0,6979.0
ford,focus,2015.0,3.0,petrol,automatic,205735.0,5.0,4.0,8985.0
chevrolet,equinox,2015.0,1.8,diesel,automatic,252258.0,3.0,5.0,6854.0
kia,sportage,2009.0,4.4,diesel,semi-automatic,278593.0,5.0,5.0,5628.0
toyota,rav4,2020.0,3.5,electric,semi-automatic,4758.0,4.0,1.0,15504.0
chevrolet,malibu,2022.0,4.4,petrol,semi-automatic,45196.0,3.0,1.0,14196.0
honda,accord,2006.0,2.5,electric,semi-automatic,150504.0,4.0,3.0,7389.0
mercedes,gla,2004.0,2.6,hybrid,manual,211170.0,2.0,1.0,4676.0
ford,fiesta,2020.0,2.9,electric,automatic,121079.0,3.0,4.0,14078.0
honda,accord,2008.0,1.3,diesel,semi-automatic,84405.0,2.0,2.0,6111.0
toyota,rav4,2001.0,1.1,electric,automatic,97786.0,5.0,2.0,7044.0
volkswagen,passat,2019.0,1.3,diesel,manual,260581.0,3.0,1.0,5888.0
mercedes,c-class,2003.0,2.8,diesel,manual,285300.0,4.0,3.0,2094.0
volkswagen,golf,2018.0,1.5,hybrid,manual,46734.0,3.0,5.0,11065.0
honda,cr-v,2022.0,2.3,electric,semi-automatic,52445.0,3.0,4.0,13951.0
hyundai,sonata,2015.0,1.4,hybrid,semi-automatic,65628.0,2.0,1.0,9687.0
ford,fiesta,2002.0,1.9,petrol,manual,268992.0,2.0,1.0,2000.0
honda,civic,2023.0,2.3,petrol,automatic,115197.0,2.0,1.0,12496.0
chevrolet,malibu,2019.0,4.2,hybrid,automatic,167792.0,5.0,4.0,13144.0
ford,fiesta,2014.0,3.2,diesel,automatic,235046.0,5.0,2.0,8299.0
honda,cr-v,2014.0,2.1,diesel,automatic,146199.0,5.0,2.0,8976.0
ford,focus,2003.0,1.1,diesel,manual,236608.0,4.0,4.0,2000.0
honda,civic,2011.0,4.0,diesel,automatic,52368.0,2.0,2.0,11852.0
toyota,corolla,2016.0,2.4,petrol,manual,239080.0,2.0,3.0,6518.0
ford,explorer,2011.0,4.7,diesel,automatic,152590.0,5.0,2.0,10548.0
ford,explorer,2006.0,3.8,diesel,automatic,112098.0,3.0,2.0,8958.0
volkswagen,tiguan,2008.0,1.6,electric,semi-automatic,119362.0,4.0,4.0,7712.0
mercedes,gla,2013.0,1.5,petrol,automatic,231614.0,2.0,4.0,6367.0
honda,accord,2023.0,3.8,hybrid,semi-automatic,213139.0,5.0,1.0,11537.0
kia,optima,2010.0,3.6,electric,automatic,267888.0,4.0,1.0,8842.0
ford,explorer,2004.0,3.6,electric,semi-automatic,257731.0,4.0,5.0,5745.0
hyundai,sonata,2022.0,4.8,petrol,manual,275848.0,4.0,4.0,9983.0
ford,focus,2020.0,3.9,petrol,manual,105670.0,5.0,1.0,11886.0
mercedes,e-class,2000.0,4.6,diesel,semi-automatic,99538.0,2.0,1.0,6709.0
ford,focus,2017.0,4.5,electric,automatic,270945.0,5.0,1.0,11781.0
honda,civic,2018.0,4.0,electric,manual,94058.0,5.0,3.0,13618.0
chevrolet,malibu,2014.0,4.6,diesel,semi-automatic,122463.0,4.0,5.0,10450.0
honda,cr-v,2013.0,2.2,hybrid,manual,250855.0,5.0,2.0,6182.0
hyundai,tucson,2010.0,1.1,electric,manual,201048.0,4.0,4.0,6179.0
ford,fiesta,2009.0,2.9,electric,manual,85237.0,5.0,1.0,9995.0
bmw,3 series,2005.0,3.7,petrol,manual,51258.0,2.0,4.0,8274.0
mercedes,c-class,2000.0,4.7,electric,automatic,67092.0,3.0,1.0,10958.0
mercedes,e-class,2019.0,4.9,diesel,automatic,81641.0,2.0,1.0,14567.0
chevrolet,malibu,2008.0,1.6,hybrid,automatic,296614.0,2.0,1.0,4667.0
honda,civic,2003.0,2.6,hybrid,manual,279260.0,3.0,3.0,3014.0
ford,focus,2002.0,2.1,diesel,automatic,44278.0,5.0,5.0,7414.0
kia,optima,2022.0,2.6,petrol,manual,282061.0,3.0,3.0,7658.0
audi,a4,2022.0,2.3,hybrid,semi-automatic,254607.0,2.0,1.0,8907.0
kia,rio,2016.0,3.4,hybrid,semi-automatic,241932.0,5.0,1.0,8461.0
honda,accord,2010.0,4.8,petrol,manual,223801.0,4.0,2.0,7423.0
audi,a3,2013.0,2.6,electric,semi-automatic,89258.0,5.0,4.0,10814.0
bmw,x5,2002.0,2.8,electric,automatic,296125.0,3.0,2.0,5077.0
honda,accord,2003.0,2.0,hybrid,manual,204551.0,5.0,1.0,3908.0
honda,accord,2008.0,3.5,petrol,semi-automatic,48395.0,4.0,1.0,9032.0
chevrolet,malibu,2008.0,2.9,hybrid,automatic,272954.0,5.0,4.0,6440.0
audi,a3,2004.0,3.2,petrol,semi-automatic,213153.0,2.0,4.0,4236.0
hyundai,elantra,2021.0,3.3,hybrid,manual,260057.0,4.0,3.0,9498.0
volkswagen,passat,2000.0,1.4,electric,manual,25560.0,3.0,3.0,6988.0
kia,rio,2012.0,1.4,electric,manual,219859.0,3.0,4.0,6702.0
kia,sportage,2003.0,4.2,electric,semi-automatic,149571.0,4.0,5.0,8208.0
hyundai,sonata,2015.0,1.5,diesel,semi-automatic,278032.0,3.0,5.0,4539.0
ford,explorer,2018.0,1.2,electric,semi-automatic,181581.0,3.0,3.0,9068.0
bmw,3 series,2007.0,1.9,diesel,manual,190298.0,4.0,1.0,4294.0
hyundai,elantra,2004.0,2.1,petrol,semi-automatic,125290.0,4.0,3.0,4894.0
mercedes,gla,2007.0,3.7,hybrid,manual,226255.0,5.0,3.0,6374.0
honda,accord,2015.0,1.5,diesel,manual,87818.0,5.0,3.0,8343.0
chevrolet,impala,2005.0,4.4,electric,manual,139717.0,2.0,4.0,9205.0
honda,accord,2020.0,2.5,diesel,semi-automatic,189339.0,5.0,4.0,8813.0
kia,sportage,2021.0,2.4,electric,semi-automatic,77443.0,2.0,5.0,13251.0
mercedes,c-class,2017.0,1.7,electric,manual,241688.0,5.0,3.0,8066.0
bmw,3 series,2023.0,2.0,electric,manual,278018.0,3.0,5.0,9439.0
hyundai,sonata,2001.0,3.6,hybrid,manual,233837.0,2.0,5.0,4323.0
kia,sportage,2003.0,3.4,diesel,manual,134949.0,2.0,2.0,5701.0
mercedes,e-class,2017.0,1.8,hybrid,automatic,175660.0,4.0,1.0,9986.0
hyundai,sonata,2020.0,4.7,hybrid,automatic,70553.0,2.0,2.0,15888.0
mercedes,c-class,2013.0,3.1,electric,semi-automatic,195767.0,3.0,5.0,9184.0
hyundai,elantra,2015.0,2.3,petrol,manual,135854.0,3.0,4.0,8182.0
bmw,5 series,2019.0,2.1,petrol,automatic,135818.0,5.0,3.0,10683.0
kia,optima,2015.0,4.9,hybrid,semi-automatic,162553.0,2.0,3.0,11248.0
ford,explorer,2015.0,2.6,electric,automatic,190696.0,4.0,2.0,10886.0
chevrolet,malibu,2002.0,3.7,hybrid,semi-automatic,172677.0,4.0,5.0,5946.0
toyota,rav4,2009.0,2.6,petrol,automatic,72229.0,5.0,1.0,9455.0
kia,sportage,2016.0,2.8,hybrid,semi-automatic,78428.0,4.0,5.0,11131.0
honda,civic,2000.0,4.0,petrol,semi-automatic,281448.0,5.0,5.0,2471.0
honda,civic,2013.0,1.7,hybrid,automatic,256726.0,4.0,5.0,7065.0
chevrolet,equinox,2012.0,2.8,electric,manual,210218.0,5.0,1.0,8295.0
volkswagen,tiguan,2011.0,1.3,diesel,semi-automatic,155988.0,5.0,4.0,5580.0
bmw,3 series,2012.0,1.1,diesel,semi-automatic,185329.0,4.0,4.0,5093.0
audi,a4,2023.0,1.8,hybrid,automatic,119538.0,2.0,1.0,12909.0
mercedes,c-class,2013.0,3.0,hybrid,automatic,236300.0,3.0,4.0,8774.0
bmw,x5,2012.0,2.2,petrol,semi-automatic,296202.0,4.0,4.0,3975.0
hyundai,tucson,2016.0,3.3,petrol,semi-automatic,184301.0,3.0,5.0,8513.0
hyundai,sonata,2005.0,2.0,electric,manual,19651.0,2.0,3.0,9206.0
toyota,corolla,2016.0,4.9,diesel,manual,118394.0,5.0,2.0,11432.0
hyundai,sonata,2023.0,1.2,electric,manual,157234.0,2.0,3.0,11055.0
toyota,rav4,2015.0,2.1,petrol,semi-automatic,268739.0,5.0,4.0,5325.0
ford,fiesta,2010.0,1.2,electric,automatic,268057.0,3.0,4.0,6438.0
volkswagen,golf,2000.0,1.4,diesel,manual,7764.0,5.0,4.0,5344.0
bmw,5 series,2010.0,4.9,hybrid,manual,47821.0,2.0,2.0,12043.0
ford,fiesta,2012.0,2.0,diesel,manual,6984.0,3.0,1.0,9560.0
audi,q5,2015.0,3.2,electric,semi-automatic,12875.0,2.0,4.0,13542.0
toyota,rav4,2022.0,1.8,electric,semi-automatic,25762.0,4.0,2.0,13984.0
chevrolet,equinox,2017.0,4.6,electric,manual,44327.0,4.0,2.0,14913.0
audi,a4,2005.0,4.0,electric,manual,203866.0,4.0,2.0,7522.0
hyundai,tucson,2015.0,4.0,hybrid,automatic,90155.0,5.0,3.0,13296.0
chevrolet,impala,2005.0,1.8,diesel,semi-automatic,276634.0,3.0,1.0,2000.0
hyundai,tucson,2009.0,4.8,petrol,manual,192616.0,3.0,5.0,7747.0
volkswagen,golf,2012.0,3.2,hybrid,automatic,63251.0,4.0,2.0,12134.0
volkswagen,passat,2007.0,4.5,electric,manual,2086.0,2.0,2.0,12658.0
volkswagen,golf,2009.0,1.6,electric,manual,41321.0,4.0,2.0,9573.0
toyota,rav4,2017.0,2.2,diesel,automatic,163031.0,3.0,2.0,9639.0
mercedes,gla,2005.0,3.5,electric,manual,12674.0,2.0,2.0,10846.0
honda,civic,2002.0,2.3,hybrid,semi-automatic,50161.0,2.0,3.0,6996.0
chevrolet,equinox,2000.0,3.6,hybrid,manual,63260.0,4.0,1.0,7434.0
hyundai,elantra,2015.0,2.9,diesel,semi-automatic,207667.0,5.0,2.0,7346.0
kia,rio,2023.0,3.2,hybrid,automatic,26840.0,5.0,4.0,16163.0
honda,cr-v,2010.0,2.8,hybrid,manual,107579.0,4.0,1.0,8748.0
audi,a3,2018.0,3.9,petrol,semi-automatic,274722.0,2.0,4.0,7905.0
ford,fiesta,2004.0,2.9,diesel,semi-automatic,202771.0,5.0,4.0,4144.0
audi,a3,2008.0,1.6,petrol,automatic,239268.0,5.0,5.0,4814.0
bmw,5 series,2003.0,2.3,hybrid,manual,248419.0,3.0,2.0,3331.0
hyundai,sonata,2000.0,1.1,electric,automatic,157147.0,4.0,5.0,5557.0
mercedes,e-class,2007.0,4.9,diesel,semi-automatic,138621.0,4.0,1.0,8327.0
bmw,x5,2003.0,3.2,diesel,automatic,229631.0,3.0,1.0,5107.0
chevrolet,impala,2009.0,4.7,electric,automatic,183255.0,2.0,5.0,11334.0
mercedes,e-class,2000.0,4.5,diesel,automatic,73476.0,4.0,4.0,8630.0
mercedes,gla,2023.0,3.7,hybrid,manual,292154.0,3.0,1.0,9856.0
audi,a4,2013.0,1.2,petrol,automatic,55785.0,3.0,1.0,9584.0
honda,civic,2011.0,2.4,petrol,automatic,157980.0,5.0,5.0,8140.0
volkswagen,passat,2013.0,3.6,petrol,automatic,297197.0,4.0,1.0,7156.0
mercedes,gla,2008.0,2.0,petrol,manual,147140.0,5.0,3.0,5557.0
audi,q5,2018.0,4.7,electric,automatic,48270.0,2.0,1.0,16734.0
hyundai,elantra,2015.0,4.7,diesel,automatic,79643.0,4.0,4.0,13207.0
honda,civic,2002.0,3.8,electric,automatic,195409.0,5.0,4.0,8091.0
audi,a3,2001.0,3.7,diesel,automatic,137936.0,2.0,5.0,6841.0
audi,q5,2002.0,2.7,hybrid,semi-automatic,216473.0,3.0,5.0,4070.0
bmw,5 series,2018.0,3.9,petrol,manual,1066.0,4.0,5.0,13378.0
kia,optima,2021.0,2.7,diesel,manual,39276.0,4.0,1.0,12314.0
bmw,5 series,2015.0,3.1,diesel,automatic,182726.0,3.0,4.0,9545.0
kia,optima,2006.0,3.8,hybrid,automatic,180846.0,4.0,3.0,8583.0
audi,q5,2007.0,1.2,diesel,semi-automatic,209325.0,2.0,5.0,3213.0
hyundai,sonata,2020.0,4.7,electric,manual,41018.0,4.0,5.0,15979.0
kia,rio,2006.0,1.3,electric,manual,52771.0,5.0,5.0,8144.0
audi,q5,2004.0,1.9,hybrid,manual,152740.0,5.0,5.0,5145.0
honda,accord,2012.0,4.2,electric,semi-automatic,211772.0,5.0,3.0,9664.0
ford,focus,2021.0,3.9,electric,automatic,156720.0,5.0,2.0,14665.0
audi,a3,2008.0,4.3,electric,manual,163272.0,4.0,2.0,9534.0
honda,civic,2016.0,4.4,hybrid,semi-automatic,42823.0,2.0,2.0,13443.0
hyundai,elantra,2014.0,1.9,electric,automatic,197113.0,5.0,3.0,9757.0
honda,accord,2023.0,2.6,petrol,automatic,62826.0,4.0,1.0,13843.0
toyota,corolla,2000.0,2.2,diesel,manual,153490.0,3.0,5.0,3230.0
audi,q5,2000.0,3.8,hybrid,automatic,245488.0,4.0,1.0,5490.0
mercedes,c-class,2004.0,2.4,diesel,manual,118906.0,2.0,2.0,5321.0
honda,cr-v,2016.0,2.0,petrol,automatic,102074.0,4.0,5.0,10358.0
chevrolet,malibu,2000.0,3.7,diesel,semi-automatic,177606.0,2.0,2.0,4247.0
toyota,camry,2012.0,3.2,hybrid,manual,284302.0,5.0,1.0,6213.0
honda,accord,2001.0,5.0,petrol,manual,296847.0,4.0,4.0,3463.0
hyundai,elantra,2011.0,3.4,hybrid,semi-automatic,36322.0,5.0,1.0,11073.0
chevrolet,equinox,2019.0,2.3,petrol,semi-automatic,144369.0,4.0,3.0,9212.0
mercedes,e-class,2008.0,2.7,petrol,manual,181728.0,2.0,5.0,5565.0
hyundai,elantra,2006.0,3.4,petrol,semi-automatic,26018.0,3.0,2.0,8779.0
toyota,corolla,2000.0,1.9,electric,manual,48815.0,3.0,4.0,7023.0
audi,a4,2000.0,1.9,diesel,automatic,179009.0,5.0,2.0,3919.0
volkswagen,tiguan,2010.0,1.2,petrol,automatic,62936.0,2.0,1.0,8541.0
volkswagen,tiguan,2021.0,1.7,diesel,automatic,119053.0,5.0,5.0,11218.0
bmw,x5,2005.0,4.6,electric,manual,119856.0,3.0,4.0,9802.0
ford,fiesta,2021.0,4.7,hybrid,semi-automatic,203072.0,4.0,4.0,12038.0
mercedes,e-class,2009.0,4.0,electric,manual,207029.0,2.0,3.0,8659.0
bmw,5 series,2005.0,2.4,electric,automatic,208232.0,2.0,3.0,7335.0
kia,sportage,2010.0,1.4,petrol,automatic,287072.0,2.0,4.0,4258.0
toyota,camry,2003.0,3.6,electric,semi-automatic,247114.0,4.0,4.0,5657.0
mercedes,c-class,2012.0,4.3,petrol,automatic,96997.0,3.0,3.0,11560.0
audi,a4,2005.0,1.5,hybrid,semi-automatic,34067.0,4.0,4.0,7418.0
chevrolet,impala,2005.0,3.4,electric,manual,60019.0,3.0,1.0,9799.0
bmw,5 series,2001.0,4.7,petrol,manual,57858.0,3.0,5.0,7942.0
bmw,3 series,2016.0,2.1,hybrid,semi-automatic,131397.0,5.0,3.0,9372.0
toyota,corolla,2023.0,3.8,hybrid,semi-automatic,70760.0,4.0,1.0,14384.0
volkswagen,tiguan,2017.0,1.1,hybrid,manual,247064.0,5.0,1.0,6358.0
toyota,rav4,2013.0,3.8,petrol,automatic,46818.0,4.0,1.0,12363.0
hyundai,tucson,2001.0,2.4,electric,semi-automatic,267507.0,4.0,2.0,3449.0
honda,civic,2014.0,3.0,hybrid,manual,139370.0,5.0,5.0,9512.0
audi,a4,2013.0,4.7,electric,automatic,288444.0,5.0,4.0,10431.0
bmw,3 series,2008.0,2.0,petrol,manual,52053.0,3.0,2.0,7458.0
bmw,5 series,2009.0,4.7,hybrid,semi-automatic,210522.0,3.0,2.0,8289.0
ford,explorer,2002.0,4.8,petrol,semi-automatic,175627.0,5.0,3.0,5987.0
hyundai,tucson,2002.0,1.3,electric,manual,165031.0,4.0,2.0,4699.0
audi,a4,2010.0,4.2,hybrid,semi-automatic,170712.0,3.0,3.0,8885.0
bmw,x5,2011.0,3.6,petrol,automatic,168815.0,2.0,3.0,9123.0
ford,explorer,2012.0,4.5,petrol,manual,224619.0,4.0,5.0,7707.0
hyundai,elantra,2009.0,2.0,diesel,manual,143597.0,3.0,3.0,5928.0
volkswagen,tiguan,2023.0,1.5,petrol,semi-automatic,66909.0,5.0,3.0,11161.0
hyundai,elantra,2020.0,3.9,hybrid,manual,229197.0,4.0,3.0,10416.0
volkswagen,tiguan,2008.0,1.7,diesel,automatic,274614.0,4.0,3.0,4207.0
ford,explorer,2014.0,3.7,electric,manual,44653.0,4.0,1.0,13106.0
toyota,camry,2001.0,4.0,hybrid,automatic,57275.0,3.0,1.0,9754.0
chevrolet,malibu,2008.0,4.2,petrol,automatic,156565.0,3.0,1.0,9068.0
chevrolet,equinox,2016.0,2.0,hybrid,manual,86011.0,4.0,5.0,10179.0
ford,fiesta,2003.0,1.2,electric,semi-automatic,83684.0,3.0,1.0,6526.0
kia,rio,2004.0,1.0,hybrid,semi-automatic,204307.0,3.0,3.0,3213.0
volkswagen,golf,2021.0,1.7,petrol,manual,69739.0,4.0,5.0,10705.0
chevrolet,equinox,2012.0,2.0,petrol,manual,28091.0,4.0,3.0,9138.0
volkswagen,tiguan,2019.0,4.0,hybrid,automatic,126676.0,3.0,3.0,13766.0
mercedes,e-class,2003.0,4.7,petrol,automatic,122256.0,4.0,5.0,8754.0
kia,optima,2023.0,4.2,petrol,semi-automatic,173079.0,3.0,2.0,11738.0
kia,rio,2015.0,3.6,electric,automatic,142948.0,4.0,2.0,12841.0
volkswagen,passat,2017.0,3.2,hybrid,automatic,102631.0,2.0,5.0,12847.0
hyundai,tucson,2017.0,3.3,diesel,manual,155602.0,5.0,4.0,9387.0
ford,fiesta,2009.0,3.1,electric,semi-automatic,1195.0,3.0,3.0,11876.0
mercedes,gla,2018.0,1.8,petrol,manual,144254.0,3.0,3.0,8414.0
chevrolet,malibu,2010.0,4.8,electric,manual,127710.0,2.0,5.0,11345.0
audi,a4,2013.0,1.5,diesel,semi-automatic,137775.0,2.0,2.0,6744.0
audi,q5,2008.0,3.1,diesel,automatic,170209.0,3.0,2.0,7695.0
mercedes,gla,2005.0,4.9,petrol,manual,73058.0,3.0,4.0,9038.0
bmw,5 series,2011.0,1.2,diesel,automatic,246312.0,4.0,5.0,5173.0
kia,rio,2003.0,1.8,petrol,manual,80057.0,5.0,2.0,5198.0
honda,cr-v,2009.0,2.8,hybrid,automatic,13827.0,4.0,3.0,11823.0
audi,a3,2004.0,1.3,electric,semi-automatic,76218.0,5.0,5.0,7075.0
audi,a3,2021.0,2.8,hybrid,semi-automatic,90107.0,5.0,2.0,12397.0
chevrolet,malibu,2000.0,4.8,petrol,automatic,238974.0,5.0,5.0,5620.0
bmw,x5,2000.0,2.5,hybrid,semi-automatic,252146.0,3.0,1.0,2557.0
honda,civic,2000.0,1.9,electric,manual,271834.0,3.0,1.0,2563.0
kia,optima,2022.0,3.0,electric,semi-automatic,123704.0,2.0,3.0,13225.0
hyundai,sonata,2010.0,1.2,hybrid,manual,168486.0,4.0,2.0,5930.0
mercedes,e-class,2005.0,1.2,hybrid,manual,36271.0,3.0,3.0,7074.0
mercedes,e-class,2002.0,4.4,electric,manual,88987.0,3.0,4.0,9320.0
volkswagen,tiguan,2023.0,1.4,petrol,semi-automatic,232647.0,2.0,2.0,7747.0
bmw,3 series,2004.0,1.7,diesel,automatic,241868.0,5.0,2.0,3662.0
honda,accord,2022.0,4.0,electric,automatic,14658.0,4.0,2.0,3662.0
ford,focus,2004.0,3.6,petrol,automatic,185806.0,4.0,5.0,6683.0
mercedes,c-class,2013.0,4.7,petrol,automatic,28265.0,3.0,1.0,13634.0
ford,fiesta,2007.0,4.5,petrol,automatic,153372.0,3.0,2.0,9132.0
chevrolet,malibu,2005.0,3.3,electric,manual,204054.0,4.0,4.0,6818.0
chevrolet,equinox,2005.0,2.7,hybrid,manual,271053.0,2.0,3.0,3878.0
bmw,5 series,2003.0,1.3,electric,semi-automatic,121763.0,3.0,1.0,5864.0
honda,accord,2006.0,3.9,petrol,semi-automatic,39655.0,3.0,4.0,9006.0
audi,a4,2018.0,1.8,electric,semi-automatic,18543.0,5.0,3.0,12929.0
chevrolet,impala,2007.0,4.1,hybrid,automatic,220159.0,3.0,1.0,8396.0
toyota,camry,2008.0,4.0,hybrid,automatic,19895.0,2.0,2.0,12602.0
ford,focus,2015.0,5.0,hybrid,automatic,17834.0,3.0,4.0,15743.0
chevrolet,malibu,2004.0,4.2,diesel,semi-automatic,115683.0,4.0,4.0,7186.0
chevrolet,malibu,2015.0,1.5,electric,semi-automatic,3559.0,5.0,3.0,12028.0
kia,rio,2016.0,4.3,hybrid,automatic,155464.0,5.0,1.0,12590.0
kia,sportage,2007.0,3.9,diesel,automatic,96297.0,3.0,4.0,9674.0
toyota,rav4,2011.0,4.1,petrol,automatic,266197.0,2.0,4.0,7676.0
honda,cr-v,2015.0,4.4,electric,semi-automatic,275074.0,5.0,1.0,9498.0
kia,rio,2019.0,4.5,hybrid,automatic,9917.0,2.0,3.0,16601.0
kia,rio,2003.0,3.5,diesel,manual,63280.0,3.0,3.0,7234.0
bmw,x5,2011.0,4.7,electric,automatic,287922.0,5.0,3.0,9841.0
audi,q5,2011.0,4.9,electric,semi-automatic,205843.0,4.0,4.0,10183.0
kia,rio,2002.0,2.9,electric,automatic,164637.0,5.0,2.0,7807.0
toyota,corolla,2017.0,2.1,diesel,automatic,20928.0,2.0,5.0,12381.0
honda,accord,2015.0,1.9,diesel,manual,263687.0,2.0,3.0,5226.0
chevrolet,impala,2016.0,1.3,petrol,manual,65765.0,5.0,2.0,8884.0
audi,a3,2005.0,1.6,electric,semi-automatic,272458.0,3.0,3.0,3750.0
honda,cr-v,2004.0,4.8,diesel,manual,252834.0,3.0,1.0,5043.0
ford,explorer,2005.0,4.3,diesel,semi-automatic,285678.0,3.0,2.0,4186.0
bmw,5 series,2009.0,1.0,electric,semi-automatic,276757.0,2.0,2.0,4264.0
bmw,3 series,2017.0,1.3,diesel,manual,150473.0,3.0,4.0,7490.0
honda,cr-v,2004.0,4.4,petrol,automatic,288793.0,3.0,3.0,5424.0
hyundai,elantra,2023.0,2.4,diesel,semi-automatic,35093.0,4.0,2.0,12698.0
hyundai,elantra,2019.0,3.3,petrol,manual,223395.0,5.0,2.0,8632.0
toyota,camry,2023.0,1.8,petrol,automatic,60299.0,4.0,5.0,13094.0
audi,a3,2007.0,3.6,diesel,automatic,19512.0,4.0,3.0,10909.0
toyota,camry,2014.0,3.3,electric,semi-automatic,143001.0,4.0,5.0,10739.0
chevrolet,impala,2019.0,3.6,petrol,automatic,224833.0,4.0,3.0,10403.0
chevrolet,malibu,2009.0,4.5,diesel,automatic,114528.0,3.0,3.0,10509.0
chevrolet,impala,2017.0,2.1,diesel,automatic,140119.0,5.0,4.0,9997.0
volkswagen,tiguan,2023.0,4.8,diesel,semi-automatic,52021.0,2.0,5.0,14759.0
ford,fiesta,2010.0,4.9,electric,manual,106215.0,5.0,3.0,11875.0
toyota,camry,2008.0,2.1,diesel,automatic,20894.0,2.0,5.0,9682.0
audi,q5,2023.0,3.6,diesel,automatic,226551.0,3.0,4.0,11568.0
volkswagen,golf,2002.0,4.0,hybrid,automatic,28845.0,4.0,5.0,10623.0
toyota,corolla,2007.0,3.3,hybrid,manual,114799.0,3.0,2.0,8204.0
volkswagen,golf,2007.0,2.5,petrol,manual,165000.0,3.0,3.0,5400.0
audi,a3,2019.0,3.4,diesel,manual,110841.0,3.0,4.0,10983.0
